City,Date,PM2.5,PM10,NO2,SO2,TempMax(deg-f),TempAvg(deg-f),TempMin(deg-f)
Delhi,25-04-2023,49.04,72.86,35.99,45.78,92,81.1,71
Delhi,26-04-2023,149.23,241.53,61.69,44.82,97,83.6,72
Delhi,27-04-2023,78.57,129.32,26.05,25.51,100,85.5,72
Delhi,28-04-2023,338.5,506.32,83.63,74.39,93,83.5,77
Delhi,29-04-2023,219.09,356.41,89.11,35.29,90,81.9,74
Delhi,30-04-2023,136.73,189.96,56.21,39.58,81,76.9,71
Delhi,01-05-2023,71.72,84.63,26.39,40.53,77,72.3,70
Delhi,02-05-2023,65.2,87.49,35.3,41.01,82,74.8,70
Delhi,03-05-2023,104.95,174.08,45.24,21.93,86,71.9,67
Delhi,04-05-2023,639.69,811.73,101.45,148.77,86,75.9,65
Delhi,05-05-2023,222.99,387.1,60.32,21.93,91,80.6,70
Delhi,06-05-2023,175.4,305.03,73.34,22.89,92,83.1,74
Delhi,07-05-2023,187.19,280.42,61.01,21.93,96,83.4,72
Delhi,08-05-2023,125.59,171.32,32.9,33.86,96,83.4,73
Delhi,09-05-2023,63.48,110.5,21.25,21.22,99,87.4,72
Delhi,10-05-2023,25.57,42.83,17.14,16.45,97,85.9,76
Delhi,11-05-2023,135.85,274.38,90.48,48.64,100,85.8,70
Delhi,12-05-2023,142.47,267.39,66.49,36.72,106,89.1,72
Delhi,13-05-2023,231.56,344.56,50.04,27.42,105,92.3,76
Delhi,14-05-2023,149.28,231.87,39.41,40.05,104,91.8,83
Delhi,15-05-2023,395.87,579.79,95.96,103.95,104,92.9,81
Delhi,16-05-2023,202.46,347.05,67.17,62.94,102,91.6,84
Delhi,17-05-2023,49.52,116.07,31.53,22.89,105,92.1,80
Delhi,18-05-2023,37.17,80.53,10.45,12.99,96,84.6,75
Delhi,19-05-2023,45.4,68.01,12.85,16.69,100,86.7,77
Delhi,20-05-2023,71.64,135.53,37.7,19.79,104,89.9,76
Delhi,21-05-2023,172.37,327.52,81.57,69.62,108,94.8,77
Delhi,22-05-2023,81.03,186.17,50.04,31.95,109,96.6,82
Delhi,23-05-2023,65.72,160.28,34.62,23.6,109,97,85
Delhi,24-05-2023,53.07,136.26,37.01,24.08,91,85.4,77
Delhi,25-05-2023,82.46,108.6,24.33,28.85,96,84.6,74
